compound_id,subset
PostEra-MAT-POS-bfd29aac-1,train
PostEra-MAT-POS-bfd29aac-2,train
emolecules-23915128,train
ZINC4217476,train
GoStar-gvk_125469007,train
GoStar-gvk_125468981,train
ZINC34781704,train
CHEMBL1083385,train
ZINC43208642,train
CHEMBL2138161,train
CHEMBL323556,train
CHEMBL1555085,train
CHEMBL3218011,train
CHEMBL3218006,train
GoStar-gvk_125563976,train
GoStar-gvk_125563958,train
GoStar-gvk_125563998,train
GoStar-gvk_125563965,train
PostEra-ALP-POS-87c86d55-2,train
PostEra-ALP-POS-87c86d55-1,train
CHEMBL188166,train
ZINC598586,train
PostEra-MAT-POS-f42f3716-3,train
PostEra-MAT-POS-f42f3716-4,train
PostEra-TAT-ENA-80bfd3e5-45,train
PostEra-MED-COV-4280ac29-30,train
ZINC27048,train
CHEMBL169526,train
GoStar-gvk_125468537,train
GoStar-gvk_125468783,train
PostEra-MAT-POS-e9e99895-7,train
PostEra-EDJ-MED-ee07cf00-15,train
GoStar-gvk_125547004,train
GoStar-gvk_124984446,train
PostEra-LON-WEI-adc59df6-17,train
PostEra-LON-WEI-adc59df6-10,train
PostEra-RUB-POS-1325a9ea-12,train
PostEra-RUB-POS-1325a9ea-14,train
ZINC1780082,train
ZINC3178194,train
GoStar-gvk_125563847,train
GoStar-gvk_125563846,train
GoStar-gvk_125563854,train
GoStar-gvk_125563873,train
GoStar-gvk_125468733,train
GoStar-gvk_125468734,train
PostEra-LUO-POS-e1dab717-11,train
PostEra-ALP-POS-4483ae88-2,train
ZINC1842639,train
CHEMBL111654,train
GoStar-gvk_125468536,train
GoStar-gvk_125468968,train
PostEra-LUO-POS-868e8996-7,train
PostEra-MAT-POS-1bed62cf-2,train
PostEra-ALP-POS-d0876c20-17,train
PostEra-ALP-POS-d0876c20-19,train
CHEMBL388590,train
ZINC49933061,train
GoStar-gvk_125405674,train
GoStar-gvk_125405690,train
CHEMBL1256921,train
ZINC5994,train
ZINC1544805,train
CHEMBL1256716,train
GoStar-gvk_125468730,train
GoStar-gvk_125468861,train
GoStar-gvk_125391829,train
GoStar-gvk_125437394,train
PostEra-LON-WEI-4d77710c-74,train
PostEra-LON-WEI-4d77710c-75,train
PostEra-MAT-POS-777f5926-2,train
PostEra-EDJ-MED-12c4873b-5,train
GoStar-gvk_125563824,train
GoStar-gvk_124984445,train
GoStar-gvk_125549083,train
GoStar-gvk_125549082,train
PostEra-ALP-POS-ecbed2ba-1,train
PostEra-ALP-POS-ecbed2ba-5,train
CHEMBL4173833,train
ZINC3842038,train
PostEra-ALP-POS-6d04362c-5,train
PostEra-CHO-MSK-00c5269a-4,train
CHEMBL941,train
CHEMBL2386594,train
PostEra-ALP-POS-88a7a97e-36,train
PostEra-ALP-POS-88a7a97e-6,train
GoStar-gvk_125563927,train
GoStar-gvk_125563988,train
ZINC538658,train
CHEMBL344159,train
GoStar-gvk_125563977,train
GoStar-gvk_125563990,train
GoStar-gvk_125435924,train
GoStar-gvk_125391877,train
GoStar-gvk_125468791,train
GoStar-gvk_125468794,train
PostEra-ALP-POS-88a7a97e-39,train
PostEra-ALP-POS-88a7a97e-15,train
GoStar-gvk_125564043,train
GoStar-gvk_125564047,train
PostEra-JOR-UNI-2fc98d0b-12,train
PostEra-MAT-POS-53907a1c-2,train
enamine-Z2295969047,train
Z2295968529,train
ZINC57494,train
CHEMBL1200359,train
CHEMBL1076347,train
ZINC1188,train
4534803,train
emolecules-4537204,train
GoStar-gvk_125563984,train
GoStar-gvk_125563877,train
PostEra-BEN-BAS-c2bc0d80-6,train
PostEra-VLA-UCB-50c39ae8-2,train
CHEMBL191482,train
ZINC1481819,train
GoStar-gvk_124982001,train
GoStar-gvk_125500826,train
GoStar-gvk_125468930,train
GoStar-gvk_125468554,train
PostEra-EDJ-MED-ee07cf00-12,train
PostEra-MAT-POS-e9e99895-9,train
GoStar-gvk_124979777,train
GoStar-gvk_125563911,train
1812803,train
1731220,train
GoStar-gvk_125391841,train
GoStar-gvk_125509551,train
GoStar-gvk_125563852,train
GoStar-gvk_125563883,train
GoStar-gvk_125485541,train
GoStar-gvk_125485545,train
world_drugs-ZINC000000434270,train
PostEra-LON-WEI-ff7b210a-5,train
CHEMBL1407943,train
CHEMBL1256817,train
PostEra-PET-UNK-3c72d439-1,train
PostEra-RAL-THA-2d450e86-33,train
ZINC70466416,train
ZINC000070466416,train
GoStar-gvk_125564032,train
GoStar-gvk_125563942,train
PostEra-DAN-MCD-9b81d1fa-1,train
PostEra-DAN-MCD-b3a5626f-1,train
PostEra-MAT-POS-5cd9ea36-5,train
world_drugs-ZINC000000537891,train
emolecules-71013335,train
GoStar-gvk_125549076,train
ZINC275584,train
Z109607876,train
PostEra-ALP-POS-ced8ea4d-16,train
PostEra-ALP-POS-95f71980-26,train
32776814,train
emolecules-10557293,train
emolecules-300951807,train
GoStar-gvk_125564022,train
GoStar-gvk_125468581,train
enamine-Z1981968663,train
GoStar-gvk_125468658,train
ZINC59223284,train
PostEra-MAT-POS-24589f88-11,train
enamine-PV-001837015915,train
CHEMBL2337808,train
1161709,train
PostEra-ALP-POS-02c6a514-9,train
CHEMBL1200809,train
CHEMBL2398678,train
CHEMBL1697771,train
ZINC140121291,train
PostEra-EDJ-MED-12c4873b-6,train
CHEMBL2092942,train
enamine-Z2376798694,train
ZINC44559762,train
emolecules-207264829,train
CHEMBL1276678,train
enamine-Z25162337,train
PostEra-ALP-POS-ecbed2ba-12,train
ZINC95616571,train
6573067,train
GoStar-gvk_125163401,train
PostEra-MAT-POS-044491d2-3,train
GoStar-gvk_124987341,train
PostEra-MAT-POS-916a2c5a-3,train
emolecules-16338559,train
Z289525532,train
PostEra-MAT-POS-450cb4f9-1,train
ZINC36475212,train
PostEra-ALP-POS-02c6a514-52,train
emolecules-48966415,train
CHEMBL4303503,train
24424670,train
emolecules-171801968,train
PostEra-DAR-DIA-6a508060-2,train
GoStar-gvk_125392163,train
PostEra-MAT-POS-1e0c1c67-1,train
Kitamura-18,train
ZINC2577904,train
enamine-Z30002646,train
ZINC3872521,train
PostEra-ALP-POS-b0bc6a46-10,train
CHEMBL518800,train
GoStar-gvk_125485525,train
CHEMBL2360490,train
enamine-Z2594301995,train
GoStar-gvk_125405675,train
ZINC1537496,train
Z102625044,train
ZINC13986658,train
GoStar-gvk_124981581,train
PostEra-EDJ-MED-ee07cf00-9,train
ZINC64033452,train
PostEra-LON-WEI-adc59df6-45,train
Z2178788070,train
Z17969564,train
ZINC28049103,train
ZINC34850365,train
enamine-Z43983251,train
ZINC43208643,train
PostEra-PEI-IMP-668afc53-1,train
PostEra-ALP-POS-02c6a514-46,train
ZINC95911067,train
CHEMBL190270,train
GoStar-gvk_125563809,train
emolecules-95449909,train
world_drugs-ZINC000006716957,train
enamine-Z226249344,train
ZINC137087,train
CHEMBL4303331,train
enamine-Z29999264,train
ZINC1488870,train
GoStar-gvk_125509672,train
GoStar-gvk_125547053,train
PostEra-ALP-POS-42f3de95-2,train
PostEra-ALP-POS-95f71980-4,train
CHEMBL2387224,train
ZINC1798,train
world_drugs-ZINC000027428713,train
CHEMBL1650951,train
ZINC184919,train
PostEra-ALP-POS-6479a3a9-1,train
PostEra-MAT-POS-e9e99895-4,train
ZINC43277624,train
Z192585478,train
enamine-PV-003014055844,train
enamine-Z16831128,train
PostEra-EDJ-MED-1981ceba-5,train
PostEra-MAT-POS-bbbbc21a-3,train
ZINC95099981,train
ZINC68245534,train
ZINC19632834,train
CHEMBL2171474,train
world_drugs-ZINC000077269415,train
ZINC98052567,train
300146207,train
PostEra-EDJ-MED-c314995a-1,train
CHEMBL309760,train
GoStar-gvk_125563937,train
GoStar-gvk_125547019,train
48989387,train
emolecules-917949,train
Kitamura-39,train
GoStar-gvk_125468556,train
PostEra-EDJ-MED-ee07cf00-6,train
CHEMBL1908391,train
emolecules-43994615,train
GoStar-gvk_125563947,train
CHEMBL3989958,train
PostEra-LON-WEI-8f408cad-5,train
ZINC585091600,train
emolecules-46530720,train
PostEra-ALP-POS-91609ae9-3,train
PostEra-MAT-POS-53907a1c-3,train
ZINC59181534,train
PostEra-KAD-UNI-80f122c8-1,train
emolecules-3134369,train
PostEra-RAL-THA-8416115c-6,train
PostEra-ALP-POS-88a7a97e-43,train
PostEra-ALP-POS-305f6ec3-52,train
emolecules-24952035,train
emolecules-68864228,train
emolecules-48987694,train
PostEra-MAT-POS-f42f3716-7,train
enamine-Z26323591,train
PostEra-MAT-POS-9ff17035-2,train
CHEMBL1209885,train
world_drugs-ZINC000204073689,train
PostEra-TAT-ENA-80bfd3e5-36,train
Z95983581,train
CHEMBL4170596,train
CHEMBL956,train
PostEra-MAT-POS-4223bc15-40,train
emolecules-43731782,train
GoStar-gvk_125563890,train
PostEra-ALP-UNI-8d415491-1,train
PostEra-MAT-POS-2bb0cf2b-2,train
CHEMBL1200541,train
PostEra-EDJ-MED-49816e9b-1,train
GoStar-gvk_124987266,train
6524613,train
CHEMBL1201155,train
PostEra-EDJ-MED-ee07cf00-4,train
ZINC11677837,train
CHEMBL397070,train
PV-001826976736,train
Z160683556,train
CHEMBL3785491,train
emolecules-46538627,train
GoStar-gvk_125547076,train
PostEra-ALP-POS-5bb456a5-1,train
CHEMBL2104807,train
PostEra-ALP-UNI-8e43a71e-16,train
emolecules-6990892,train
emolecules-1751236,train
PostEra-MAT-POS-90fd5f68-14,train
CHEMBL9666,train
CHEMBL572878,train
ZINC3875342,train
43872339,train
GoStar-gvk_125163392,train
PostEra-MAT-POS-f7918075-8,train
CHEMBL2179983,train
ZINC2855034,train
CHEMBL259067,train
PostEra-JAG-UCB-52b62a6f-19,train
enamine-Z2201259302,train
24384819,train
GoStar-gvk_125563798,train
enamine-Z2407604707,train
CHEMBL1371493,train
CHEMBL226652,train
ZINC13984603,train
Z4911889288,train
CHEMBL3353408,train
CHEMBL271023,train
4204459,train
GoStar-gvk_125493740,train
ZINC3929486,train
CHEMBL164747,train
CHEMBL444478,train
GoStar-gvk_124987333,train
6514919,train
emolecules-8614315,train
CHEMBL4283683,train
PostEra-BEN-DND-4f474d93-1,train
emolecules-42764028,train
Kitamura-20,train
PostEra-MAT-POS-61f37a1a-11,train
171822134,train
Kitamura-36,train
emolecules-43716837,train
ZINC38545,train
GoStar-gvk_125468967,train
43679490,train
CHEMBL38182,train
emolecules-27362061,train
ZINC591392,train
GoStar-gvk_125485601,train
PostEra-ALP-POS-95f71980-3,train
PostEra-ALP-POS-305f6ec3-14,train
GoStar-gvk_125392169,train
CHEMBL3903492,train
PostEra-JAN-GHE-5a013bed-3,train
CHEMBL130321,train
emolecules-6739505,train
enamine-Z19154100,train
PostEra-LON-WEI-9739a092-6,train
Z126226226,train
CHEMBL1200795,train
PV-001848322453,train
emolecules-6487077,train
CHEMBL208943,train
ZINC59263715,train
GoStar-gvk_125391809,train
CHEMBL596674,train
PostEra-ALP-POS-5bb456a5-3,train
CHEMBL1200493,train
PostEra-EDJ-MED-50fe53e8-1,train
24437634,train
Kitamura-33,train
ZINC1534906,train
CHEMBL2063743,train
CHEMBL4076837,train
GoStar-gvk_124981498,train
ZINC630739,train
PostEra-TAT-ENA-80bfd3e5-32,train
GoStar-gvk_125485515,train
CHEMBL3581693,train
world_drugs-ZINC000014880002,train
Z29504427,train
GoStar-gvk_125509626,train
PostEra-MAT-POS-500f4700-2,train
ZINC3872906,train
PostEra-DAN-MCD-7eba3d41-1,train
11765783,train
emolecules-24424650,train
PostEra-LON-WEI-4d77710c-51,train
ZINC27647189,train
enamine-Z98943321,train
ZINC34046932,train
CHEMBL120735,train
30536096,train
Z966293736,train
PostEra-MAT-POS-4223bc15-39,train
emolecules-6781398,train
PostEra-ALP-POS-64a710fa-1,train
enamine-Z201374712,train
ZINC6117343,train
enamine-Z1913108330,train
ZINC116933276,train
CHEMBL505670,train
PostEra-LON-WEI-4d77710c-69,train
Z920743926,train
Z333628124,train
CHEMBL324842,train
emolecules-72973273,train
GoStar-gvk_125493439,train
PostEra-MAT-POS-ea426761-53,train
emolecules-44657006,train
CHEMBL1200561,train
PostEra-MAT-POS-4223bc15-17,train
Z2177427267,train
ZINC3820131,train
ZINC584566836,train
CHEMBL3797437,train
GoStar-gvk_125485606,train
CHEMBL3184687,train
CHEMBL1614710,train
PostEra-MAT-POS-7ddaf7de-1,train
CHEMBL534232,train
GoStar-gvk_125493503,train
CHEMBL2402737,train
25392386,train
PostEra-EDJ-MED-cf4b0d25-3,train
GoStar-gvk_124987343,train
emolecules-22057746,train
emolecules-6560143,train
PostEra-GIA-UNK-a79af1bc-1,train
emolecules-227979022,train
CHEMBL542414,train
GoStar-gvk_125563792,train
ZINC1167681,train
GoStar-gvk_124987294,train
GoStar-gvk_124987337,train
CHEMBL1684242,train
ZINC943071,train
CHEMBL481537,train
PostEra-MAT-POS-61f37a1a-9,train
5511341,train
GoStar-gvk_125564038,train
PostEra-GIA-UNK-20b63697-2,train
ZINC34375693,train
GoStar-gvk_124981993,train
PostEra-ALP-POS-ecbed2ba-8,train
ZINC52716421,train
world_drugs-ZINC000004474443,train
enamine-Z91109405,train
enamine-PV-000611254188,train
CHEMBL2354521,train
GoStar-gvk_125509669,train
PostEra-MAT-POS-d8472c4f-2,train
Z1155281892,train
CHEMBL1742457,train
ZINC595364,train
PostEra-DUN-NEW-f8ce3686-23,train
enamine-Z2589478172,train
CHEMBL1475252,train
GoStar-gvk_125547067,train
ZINC19537374,train
PostEra-EDJ-MED-ee07cf00-5,train
CHEMBL3348861,train
CHEMBL4303361,train
GoStar-gvk_125392089,train
ZINC43024000,train
CHEMBL2107818,train
35907860,train
Z231886700,train
emolecules-19844391,train
PostEra-EDJ-MED-eb111c00-3,train
CHEMBL535607,train
emolecules-43720426,train
GoStar-gvk_125547024,train
chembl-CHEMBL2219414,train
11748279,train
ZINC1587,train
enamine-Z152116226,train
CHEMBL817,train
PostEra-ALP-POS-c59291d4-5,train
enamine-PV-002859983208,train
ZINC38214379,train
enamine-Z2645836958,train
CHEMBL604710,train
PostEra-ALP-POS-305f6ec3-49,train
PostEra-ALP-POS-477dc5b7-4,train
PostEra-LON-WEI-9739a092-5,train
world_drugs-ZINC000003977978,train
emolecules-24433447,train
emolecules-6507315,train
Z1593435771,train
GoStar-gvk_125563813,train
PostEra-MAT-POS-4223bc15-37,train
PostEra-STU-CHA-7b3b91d5-1,train
ZINC95921158,train
ZINC72317473,train
emolecules-55721614,train
GoStar-gvk_125163390,train
PostEra-ALP-POS-95b75b4d-5,train
ZINC85537014,train
PostEra-MAT-POS-f42f3716-8,train
emolecules-25116770,train
world_drugs-ZINC000004099035,train
ZINC1124963,train
ZINC140482,train
PostEra-BEN-DND-f2e727cd-1,train
ZINC3986746,train
11808502,train
PostEra-ALP-POS-42f3de95-3,train
PostEra-MAT-POS-e9e99895-2,train
enamine-PV-001831135948,train
emolecules-25689291,train
GoStar-gvk_125493415,train
PostEra-ALP-POS-ced8ea4d-20,train
world_drugs-ZINC000004149248,train
CHEMBL1271993,train
PostEra-ALP-POS-a0a4abd7-1,train
CHEMBL311228,train
GoStar-gvk_125547064,train
CHEMBL1607275,train
ZINC1051386,train
PostEra-MAT-POS-916a2c5a-1,train
enamine-Z1446431870,train
CHEMBL1422849,train
GoStar-gvk_125564013,train
PostEra-LON-WEI-4d77710c-67,train
CHEMBL4303596,train
6544905,train
world_drugs-ZINC000001844627,train
CHEMBL1256841,train
GoStar-gvk_125509582,train
Z19863544,train
PostEra-ALP-POS-88a7a97e-44,train
PostEra-MAT-POS-ea426761-13,train
enamine-Z2091795699,train
emolecules-17460544,train
enamine-Z28887704,train
PostEra-JIN-POS-6dc588a4-12,train
GoStar-gvk_125392205,train
enamine-Z52004549,train
CHEMBL3402762,train
GoStar-gvk_124980305,train
enamine-Z24549170,train
CHEMBL2440869,train
PostEra-EDJ-MED-c3ea9889-5,train
CHEMBL1921977,train
GoStar-gvk_125468785,train
Kitamura-37,train
PostEra-ALP-UNI-8d415491-2,train
PostEra-DAN-MCD-1c3944e2-1,train
PostEra-EDJ-MED-bbe8e3da-2,train
PostEra-JAN-GHE-5a013bed-1,train
GoStar-gvk_125547043,train
PV-001872634019,train
enamine-Z146331414,train
CHEMBL1089501,train
CHEMBL116315,train
GoStar-gvk_125436112,train
PostEra-MAT-POS-4223bc15-30,train
Kitamura-31,train
emolecules-171949736,train
24346622,train
708546,train
CHEMBL2333365,train
CHEMBL1201011,train
Z225116250,train
Z92056976,train
ZINC1539352,train
world_drugs-ZINC000000896717,train
GoStar-gvk_125563963,train
Z19526294,train
Gentile-Z4921675438,train
PostEra-MAT-POS-281d2ee9-3,train
emolecules-13484366,train
enamine-Z2451869502,train
GoStar-gvk_124987334,train
CHEMBL1511957,train
ZINC4392643,train
104680060,train
enamine-Z316677406,train
Z166947358,train
PostEra-MAT-POS-be048f2c-7,train
PostEra-ALP-POS-02c6a514-45,train
GoStar-gvk_125436359,train
ZINC40430143,train
chembl-CHEMBL51085,train
emolecules-3108553,train
17179139,train
enamine-PV-001933411690,train
PostEra-MAT-POS-f42f3716-1,train
ZINC43195792,train
GoStar-gvk_125468569,train
GoStar-gvk_124987340,train
CHEMBL4212531,train
GoStar-gvk_125405670,train
PostEra-ALP-POS-ce760d3f-4,train
2943672,train
CHEMBL279433,train
Z126254100,train
GoStar-gvk_125163398,train
CHEMBL1078685,train
506900,train
world_drugs-ZINC000043207566,train
PostEra-ALP-POS-477dc5b7-1,train
Z17105026,train
PostEra-CHR-SOS-7098f804-10,train
Z4911888736,train
PostEra-ALP-UNI-8e43a71e-2,train
enamine-Z52017269,train
6569505,train
ZINC18710082,train
6796993,train
emolecules-6517497,train
PostEra-WIL-MOD-03b86a88-4,train
CHEMBL508307,train
PostEra-ALP-POS-88a7a97e-27,train
PostEra-ALP-POS-b0bc6a46-12,train
CHEMBL4214567,train
25267684,train
GoStar-gvk_125485549,train
ZINC100469404,train
emolecules-1879718,train
PostEra-ALP-POS-305f6ec3-46,train
CHEMBL2052019,train
GoStar-gvk_125485598,train
chembl-CHEMBL1394417,train
PostEra-MAT-POS-fa06b69f-6,train
PostEra-MAT-POS-24589f88-4,train
enamine-Z4419052725,train
Kitamura-30,train
ZINC207660265,train
CHEMBL1234429,train
PostEra-UNK-CYC-68f84b31-67,train
enamine-Z2326535144,train
CHEMBL521179,train
CHEMBL2106966,train
emolecules-20523905,train
emolecules-27283007,train
Z202324608,train
Kitamura-27,train
CHEMBL1917204,train
GoStar-gvk_125563992,train
PostEra-TAT-ENA-80bfd3e5-4,train
6548341,train
ZINC1489430,train
enamine-Z66377519,train
PostEra-MAT-POS-f2460aef-5,train
PostEra-MAT-POS-bfb445d4-2,train
emolecules-24428572,train
PostEra-JAG-UCB-a3ef7265-20,train
CHEMBL3827954,train
PostEra-ALP-UNI-8d415491-4,train
CHEMBL2408045,train
PostEra-MAT-POS-e9e99895-13,train
CHEMBL420311,train
CHEMBL3358015,train
PostEra-MAT-POS-06036648-5,train
ZINC205126836,train
GoStar-gvk_125468737,train
CHEMBL2180479,train
CHEMBL2104654,train
ZINC1021,train
emolecules-30601176,train
CHEMBL508112,train
GoStar-gvk_124987342,train
PostEra-EDG-MED-70ae9412-1,train
CHEMBL4303340,train
PostEra-LUO-POS-e1dab717-12,train
Z131742602,train
emolecules-43738810,train
PostEra-EDG-MED-ba1ac7b9-16,train
Kitamura-40,train
PostEra-MAT-POS-61f37a1a-7,train
ZINC3995426,train
CHEMBL3770903,train
CHEMBL426560,train
emolecules-49715883,train
CHEMBL1334860,train
ZINC9090,train
ZINC5425464,train
emolecules-4660254,train
ZINC643138,train
GoStar-gvk_125468639,train
PostEra-PEI-IMP-668afc53-2,train
CHEMBL4212818,train
enamine-Z126417890,train
CHEMBL178459,train
PostEra-EDJ-MED-ee742daa-4,train
CHEMBL444186,train
emolecules-43047957,train
PostEra-MAK-UNK-af83ef51-2,train
world_drugs-ZINC000003830432,train
CHEMBL3186037,train
Z2433330903,train
CHEMBL416755,train
GoStar-gvk_125468510,train
PostEra-LON-WEI-4d77710c-61,train
enamine-PV-001951828459,train
CHEMBL2261102,train
enamine-Z91137284,train
PostEra-MAT-POS-e9e99895-3,train
ZINC201766361,train
emolecules-43852082,train
enamine-PV-001916729968,train
CHEMBL2170177,train
GoStar-gvk_125468627,train
35936444,train
CHEMBL233001,train
CHEMBL3646221,train
Z117925476,train
PostEra-ALP-POS-568d9d36-1,train
ZINC14299868,train
GoStar-gvk_124987279,train
emolecules-299966323,train
PostEra-MAT-POS-4223bc15-15,train
PostEra-LON-WEI-4d77710c-2,train
CHEMBL2164048,train
22699652,train
enamine-PV-001940328617,train
enamine-PV-001934169576,train
enamine-PV-001937852069,train
ZINC43152493,train
ZINC56898832,train
enamine-Z30956385,train
PostEra-ALP-UNI-8d415491-3,train
GoStar-gvk_125563994,train
PostEra-ALP-POS-ecbed2ba-15,train
CHEMBL305187,train
CHEMBL24983,train
CHEMBL1585869,train
CHEMBL3775396,train
43952965,train
CHEMBL929,train
43849733,train
CHEMBL2042272,train
CHEMBL3609372,train
GoStar-gvk_125468983,train
PostEra-MAT-POS-4223bc15-36,train
ZINC9407519,train
PostEra-EDG-MED-0e5afe9d-1,train
CHEMBL3259907,train
CHEMBL2062162,train
PostEra-ALP-POS-c59291d4-1,train
ZINC68197423,train
emolecules-44670070,train
emolecules-95487336,train
CHEMBL976,train
Z16927049,train
ZINC3788,train
enamine-PV-001936712234,train
PostEra-ALP-POS-88a7a97e-30,train
GoStar-gvk_125485600,train
ZINC247654071,train
PostEra-WAR-XCH-b0339bbe-19,train
43756189,train
93963894,train
emolecules-1936537,train
CHEMBL345686,train
Z4911889571,train
PostEra-STU-CHA-83dacf15-1,train
PostEra-AGN-NEW-891393a6-1,train
48947857,train
enamine-Z453825104,train
Z2094922462,train
GoStar-gvk_124987259,train
CHEMBL1410015,train
enamine-PV-001873177838,train
Z52429590,train
GoStar-gvk_125468760,train
CHEMBL259656,train
PostEra-MAT-POS-4223bc15-31,train
ZINC95920802,train
ZINC95705051,train
GoStar-gvk_125564009,train
emolecules-25544496,train
emolecules-25740725,train
world_drugs-ZINC000003882897,train
CHEMBL347695,train
Z4911876178,train
PostEra-ALP-POS-ced8ea4d-30,train
Z3547622507,train
PostEra-MAT-POS-932d1078-1,train
ZINC95537775,train
GoStar-gvk_125468531,train
emolecules-104673421,train
PostEra-LON-WEI-9739a092-3,train
enamine-Z3648622690,train
emolecules-5780444,train
ZINC36379005,train
5838247,train
8331666,train
104679481,train
Z26768754,train
ZINC205300675,train
PostEra-MAT-POS-a3f7f96a-1,train
PostEra-EDJ-MED-1981ceba-1,train
CHEMBL538059,train
emolecules-16261129,train
GoStar-gvk_125468532,train
Kitamura-3,train
CHEMBL4303573,train
CHEMBL1016,train
enamine-Z1869172776,train
49911202,train
CHEMBL1616328,train
CHEMBL1084269,train
Z31399314,train
PostEra-RUB-POS-1325a9ea-13,train
PostEra-EDJ-MED-827e7cb4-7,train
CHEMBL1823342,train
43680058,train
GoStar-gvk_124984545,train
GoStar-gvk_125391573,train
GoStar-gvk_124987339,train
GoStar-gvk_125509575,train
enamine-PV-001916216988,train
Z4911889673,train
4590211,train
GoStar-gvk_125405688,train
PostEra-ALP-POS-305f6ec3-2,train
CHEMBL1947204,train
PostEra-LON-WEI-4d77710c-32,train
CHEMBL4072005,train
ZINC37866151,train
Z4911876285,train
Z26184191,train
CHEMBL86304,train
43838718,train
PostEra-EDG-MED-ba1ac7b9-19,train
ZINC77269398,train
PostEra-ALP-POS-6d04362c-4,train
ZINC19868747,train
Gentile-Z4921679285,train
CHEMBL480,train
emolecules-25349750,train
CHEMBL128444,train
ZINC3994929,train
world_drugs-ZINC000004099009,train
PostEra-BEN-DND-76ad4ac9-13,train
world_drugs-ZINC000003914596,train
GoStar-gvk_125468505,train
ZINC3871759,train
Gentile-Z4921678803,train
GoStar-gvk_125509656,train
CHEMBL708,train
emolecules-104670019,train
emolecules-26598846,train
PostEra-MAT-POS-4223bc15-12,train
emolecules-110118743,train
emolecules-7021832,train
Z4911889326,train
GoStar-gvk_125563980,train
enamine-Z1941848597,train
emolecules-29605641,train
CHEMBL328560,train
PostEra-EDJ-MED-ee07cf00-17,train
PostEra-LON-WEI-4d77710c-76,train
ZINC28964600,train
CHEMBL64979,train
Z152084632,train
PostEra-EDG-MED-ba1ac7b9-11,train
PostEra-CHO-MSK-6e55470f-5,train
ZINC95571016,train
GoStar-gvk_125549099,train
PostEra-JIN-POS-6dc588a4-22,train
PostEra-EDG-MED-ba1ac7b9-22,train
CHEMBL1949980,train
emolecules-298133133,train
CHEMBL4303376,train
GoStar-gvk_125370588,train
PostEra-ALP-POS-88a7a97e-34,train
ZINC43012570,train
world_drugs-ZINC000003819392,train
GoStar-gvk_125138448,train
enamine-PV-001844192181,train
ZINC96284926,train
emolecules-3760130,train
Kitamura-34,train
CHEMBL2104464,train
enamine-Z3630299723,train
enamine-PV-001938628595,train
GoStar-gvk_124987299,train
PostEra-MAT-POS-7ddaf7de-3,train
CHEMBL296335,train
PostEra-ALP-POS-6d96567b-2,train
CHEMBL2140838,train
CHEMBL583042,train
CHEMBL1181770,train
ZINC200856271,train
CHEMBL3545085,train
6539717,train
world_drugs-ZINC000004228235,train
emolecules-13474930,train
PostEra-MAT-POS-86c60949-3,train
CHEMBL8347,train
PostEra-ALP-POS-e0fe77e5-13,train
emolecules-17450838,train
6620361,train
world_drugs-ZINC000003802417,train
Z4089615610,train
Z2433325669,train
6594469,train
PostEra-EDJ-MED-dd2a8363-3,train
emolecules-46536758,train
enamine-Z2602701912,train
enamine-Z18614055,train
enamine-PV-001937347218,train
ZINC100765996,train
PostEra-DAN-LON-a5fc619e-8,train
Z1437629922,train
171966708,train
GoStar-gvk_125564066,train
ZINC18067894,train
enamine-PV-001845113515,train
ZINC87608303,train
CHEMBL225284,train
Z30704595,train
enamine-PV-001876765464,train
CHEMBL246078,train
GoStar-gvk_125468845,train
enamine-Z2775821867,train
PostEra-DAN-MCD-3ec20f87-1,train
emolecules-49857991,train
GoStar-gvk_125163395,train
ZINC3987355,train
PostEra-MAT-POS-199e2e7c-1,train
emolecules-43765956,train
enamine-Z30376228,train
ZINC253387934,train
PostEra-EDJ-MED-4c7486ba-8,train
emolecules-16012292,train
PostEra-ALP-POS-b0bc6a46-5,train
emolecules-24424696,train
PostEra-DAR-DIA-0587064e-15,train
enamine-Z1450941746,train
CHEMBL1161936,train
ZINC100153731,train
CHEMBL4303365,train
CHEMBL605300,train
CHEMBL3633033,train
32782830,train
emolecules-313495885,train
CHEMBL9514,train
emolecules-313835315,train
CHEMBL1200935,train
enamine-PV-001935455653,train
emolecules-7208326,train
CHEMBL1200604,train
emolecules-3156018,train
emolecules-25287681,train
CHEMBL2426364,train
GoStar-gvk_125391611,train
CHEMBL396298,train
CHEMBL1449651,train
CHEMBL2048855,train
GoStar-gvk_125485544,train
CHEMBL1725120,train
cas-27835-99-0,train
enamine-Z51736467,train
ZINC6489,train
enamine-Z3607848499,train
PostEra-MAT-POS-5f1400cf-1,train
PostEra-EDJ-MED-41558c53-6,train
emolecules-25544064,train
Z4911889386,train
CHEMBL372322,train
ZINC141290205,train
CHEMBL247378,train
world_drugs-ZINC000053683690,train
11798390,train
PostEra-MAT-POS-8695a11f-2,train
PostEra-MAT-POS-7174c657-3,train
ZINC57412,train
43966586,train
CHEMBL607707,train
enamine-Z16718787,train
PostEra-MAT-POS-22373164-4,train
PostEra-ALP-POS-88a7a97e-9,train
CHEMBL1188627,train
12604832,train
CHEMBL1215661,train
GoStar-gvk_125493744,train
CHEMBL4292264,train
CHEMBL2398213,train
PostEra-ERI-UCB-d6de1f3c-1,train
Z112980682,train
ZINC1544569,train
GoStar-gvk_125391575,train
